ID   INV_DATE      AMOUNT   ACCT_NO
17160   01/08/2010   284601   CODDA17
17161   09/19/2010   181517   CODDA20
17162   09/26/2009   123561   CODDA19
17163   05/24/2010   113638   CODDA15
17164   12/26/2009   289211   CODDA19
17165   09/27/2010   166789   CODDA19
17166   02/01/2011   222977   CODDA17
17167   04/10/2010   253235   CODDA18
17168   09/17/2010   174609   CODDA17
17169   02/26/2011   156659   CODDA16
17170   11/13/2009   182106   CODDA13
17171   11/05/2009   217645   CODDA16
17172   03/21/2011   249830   CODDA17
17173   06/29/2009   285973   CODDA17
17174   08/13/2010   102042   CODDA11
17175   01/28/2011   186769   CODDA19
17176   11/18/2010   217719   CODDA13
17177   09/17/2009   179738   CODDA13
17178   01/11/2011   293019   CODDA16
17179   11/13/2010   179683   CODDA18
17180   08/02/2009   129693   CODDA13
17181   09/11/2010   241665   CODDA14
17182   03/15/2011   212697   CODDA14
17183   11/16/2010   260663   CODDA16
17184   03/10/2011   289173   CODDA11
17185   12/27/2010   264972   CODDA15
17186   12/03/2010   143770   CODDA19
17187   03/23/2010   291575   CODDA13
17188   03/10/2011   270705   CODDA15
17189   12/01/2009   174303   CODDA19
17190   05/17/2011   237536   CODDA15
17191   10/08/2010   221630   CODDA14
17192   02/15/2010   144719   CODDA13
17193   03/11/2010   284255   CODDA14
17194   07/23/2009   212362   CODDA14
17195   11/19/2010   110969   CODDA15
17196   05/06/2011   104521   CODDA12
17197   03/12/2011   195461   CODDA13
17198   09/08/2009   170779   CODDA12
17199   06/21/2010   268490   CODDA19
17200   10/05/2010   206457   CODDA16
17201   01/24/2010   164747   CODDA18
17202   05/03/2011   168331   CODDA13
17203   10/14/2010   157336   CODDA17
17204   10/13/2010   220807   CODDA14
17205   01/14/2010   215404   CODDA14
17206   08/17/2009   295922   CODDA18
17207   07/18/2010   289571   CODDA15
17208   11/20/2009   259980   CODDA12
17209   03/22/2010   244795   CODDA13
17210   12/28/2009   158328   CODDA11
17211   03/06/2011   148085   CODDA13
17212   11/27/2010   223760   CODDA12
17213   08/16/2010   259610   CODDA12
17214   09/04/2009   230781   CODDA13
17215   03/23/2010   192049   CODDA15
17216   08/21/2010   272296   CODDA14
17217   05/27/2010   225930   CODDA20
17218   03/25/2010   299729   CODDA19
17219   02/02/2011   104632   CODDA14
17220   03/31/2010   231400   CODDA12
17221   10/24/2010   117076   CODDA19
17222   07/20/2009   111116   CODDA17
17223   07/29/2010   195537   CODDA19
17224   03/28/2011   261968   CODDA13
17225   01/04/2011   269692   CODDA15
17226   09/21/2010   239376   CODDA19
17227   02/02/2010   170838   CODDA11
17228   07/07/2011   254044   CODDA19
17229   04/15/2011   165833   CODDA11
17230   04/23/2010   288033   CODDA11
17231   03/05/2011   279190   CODDA18
17232   08/30/2010   195929   CODDA20
17233   05/17/2010   283800   CODDA14
17234   11/27/2009   157872   CODDA18
17235   04/26/2010   269293   CODDA19
17236   12/07/2009   238375   CODDA12
17237   01/16/2010   171593   CODDA19
17238   05/29/2010   239617   CODDA19
17239   08/30/2009   120639   CODDA18
17240   04/22/2011   193490   CODDA15
17241   09/19/2009   106708   CODDA12
17242   12/25/2009   137192   CODDA11
17243   06/04/2010   231329   CODDA18
17244   08/26/2009   146296   CODDA17
17245   08/29/2009   147013   CODDA17
17246   08/25/2009   157707   CODDA11
17247   04/20/2011   136455   CODDA13
17248   06/25/2010   146449   CODDA12
17249   04/17/2011   173047   CODDA14
17250   09/13/2009   164386   CODDA19
17251   10/14/2009   146816   CODDA12
17252   11/29/2009   165590   CODDA11
17253   11/26/2010   127977   CODDA18
17254   01/07/2011   185008   CODDA12
17255   02/16/2010   169724   CODDA18
17256   04/29/2010   189588   CODDA12
17257   04/12/2011   148430   CODDA18
17258   11/14/2010   142363   CODDA14
17259   12/27/2009   146839   CODDA16
17260   02/26/2010   121534   CODDA17
17261   06/21/2010   193108   CODDA17
17262   03/08/2010   133182   CODDA12
17263   12/01/2009   120804   CODDA15
17264   10/14/2009   248032   CODDA12
17265   01/21/2011   202254   CODDA16
17266   08/28/2010   281544   CODDA14
17267   10/14/2009   268031   CODDA17
17268   04/08/2011   232055   CODDA19
17269   04/26/2011   152126   CODDA14
17270   04/30/2010   258483   CODDA19
17271   05/11/2010   135816   CODDA13
17272   01/02/2010   236155   CODDA16
17273   07/21/2009   159917   CODDA14
17274   10/23/2009   262855   CODDA11
17275   12/25/2009   166193   CODDA20
17276   12/29/2010   208283   CODDA14
17277   09/18/2009   283436   CODDA12
17278   09/28/2009   148449   CODDA17
17279   04/20/2010   153137   CODDA13
17280   06/26/2010   200954   CODDA19
17281   07/11/2011   150702   CODDA14
17282   02/18/2011   289798   CODDA14
17283   06/23/2010   219796   CODDA11
17284   11/11/2009   270092   CODDA18
17285   11/16/2009   139222   CODDA19
17286   02/16/2011   205784   CODDA12
17287   05/21/2010   143379   CODDA13
17288   09/28/2009   186558   CODDA17
17289   05/16/2011   258402   CODDA15
17290   04/15/2010   100948   CODDA17
17291   11/27/2009   235863   CODDA12
17292   07/12/2009   127583   CODDA15
17293   05/18/2011   170599   CODDA17
17294   06/02/2010   189407   CODDA11
17295   06/11/2011   155252   CODDA19
17296   03/19/2010   224773   CODDA18
17297   01/02/2011   153772   CODDA17
17298   06/28/2010   165639   CODDA16
17299   10/06/2010   291142   CODDA14
17300   02/13/2010   145194   CODDA19
17301   06/22/2011   213297   CODDA18
17302   08/06/2010   163590   CODDA12
17303   06/01/2010   193040   CODDA17
17304   06/28/2011   224798   CODDA16
17305   01/08/2011   108316   CODDA18
17306   08/30/2010   286323   CODDA20
17307   05/01/2010   130205   CODDA19
17308   02/17/2010   146352   CODDA14
17309   01/16/2010   128925   CODDA13
17310   11/19/2009   137477   CODDA11
17311   09/07/2010   165256   CODDA16
17312   05/18/2010   184937   CODDA19
17313   10/30/2010   146013   CODDA13
17314   01/14/2010   148099   CODDA13
17315   01/02/2011   249762   CODDA14
17316   03/14/2010   112267   CODDA15
17317   11/18/2009   231124   CODDA16
17318   05/09/2011   289890   CODDA16
17319   10/23/2010   278995   CODDA15
17320   03/03/2010   139050   CODDA19
17321   07/05/2011   146359   CODDA20
17322   07/15/2009   259404   CODDA13
17323   01/24/2010   115820   CODDA20
17324   07/07/2011   112883   CODDA13
17325   07/05/2010   178764   CODDA15
17326   10/24/2010   142208   CODDA16
17327   07/08/2009   239717   CODDA18
17328   01/30/2010   229400   CODDA14
17329   04/03/2010   145333   CODDA19
17330   05/14/2010   188250   CODDA15
17331   02/13/2011   179458   CODDA12
17332   07/25/2009   181474   CODDA19
17333   01/29/2010   288585   CODDA17
17334   08/04/2010   169635   CODDA12
17335   12/05/2010   296197   CODDA15
17336   08/04/2010   251398   CODDA12
17337   07/02/2011   220757   CODDA19
17338   09/08/2009   161175   CODDA13
17339   05/11/2011   107766   CODDA15
17340   09/20/2009   183786   CODDA19
17341   02/14/2011   268756   CODDA13
17342   03/05/2011   193337   CODDA14
17343   06/30/2010   140603   CODDA13
17344   09/11/2009   101086   CODDA13
17345   04/01/2011   234248   CODDA19
17346   07/01/2011   160174   CODDA16
17347   12/10/2010   194942   CODDA14
17348   11/06/2009   122124   CODDA16
17349   09/26/2009   127551   CODDA16
17350   11/22/2009   242211   CODDA18
17351   10/18/2010   109214   CODDA20
17352   06/30/2009   212014   CODDA19
17353   11/26/2010   213011   CODDA17
17354   05/17/2011   270514   CODDA14
17355   11/07/2009   146682   CODDA14
17356   03/14/2011   146193   CODDA13
17357   01/05/2011   281989   CODDA16
17358   09/03/2010   260832   CODDA16
17359   12/30/2010   188691   CODDA18
17360   06/11/2010   224747   CODDA13
17361   02/06/2010   292617   CODDA19
17362   11/08/2009   192844   CODDA15
17363   06/10/2011   271205   CODDA13
17364   02/28/2011   169915   CODDA14
17365   04/01/2011   199185   CODDA14
17366   04/20/2010   115264   CODDA15
17367   04/09/2011   148182   CODDA14
17368   02/03/2010   204225   CODDA12
17369   12/14/2009   268492   CODDA14
17370   08/05/2009   125688   CODDA17
17371   06/27/2011   195123   CODDA11
17372   07/25/2010   250643   CODDA11
17373   07/20/2009   256730   CODDA18
17374   04/20/2011   143309   CODDA15
17375   08/21/2010   235466   CODDA13
17376   11/23/2010   144667   CODDA17
17377   12/30/2010   117938   CODDA15
17378   05/16/2011   166959   CODDA19
17379   12/16/2009   251992   CODDA14
17380   06/09/2010   251804   CODDA12
17381   01/25/2011   217843   CODDA13
17382   01/08/2011   161037   CODDA16
17383   07/27/2009   179768   CODDA18
17384   01/28/2011   296966   CODDA16
17385   10/19/2010   157522   CODDA13
17386   09/02/2009   172733   CODDA13
17387   12/21/2010   238315   CODDA16
17388   05/03/2010   178036   CODDA16
17389   05/24/2010   276050   CODDA20
17390   09/18/2009   193887   CODDA15
17391   04/26/2011   141352   CODDA20
17392   12/18/2010   268137   CODDA19
17393   06/26/2011   156395   CODDA19
17394   04/02/2010   224590   CODDA12
17395   02/23/2011   123639   CODDA16
17396   12/09/2010   164846   CODDA17
17397   07/17/2009   145639   CODDA13
17398   12/12/2010   273684   CODDA13
17399   11/07/2009   228181   CODDA12
17400   01/01/2010   298769   CODDA13
17401   08/26/2009   117725   CODDA13
17402   11/25/2010   231689   CODDA12
17403   03/13/2010   188753   CODDA19
17404   11/09/2010   255960   CODDA12
17405   06/26/2011   273039   CODDA16
17406   09/15/2010   147558   CODDA13
17407   10/03/2009   273191   CODDA14
17408   05/21/2011   247225   CODDA20
17409   07/18/2010   188005   CODDA13
17410   10/02/2009   216801   CODDA14
17411   07/28/2010   112474   CODDA19
17412   11/25/2010   195313   CODDA12
17413   05/23/2010   280429   CODDA12
17414   09/17/2010   287361   CODDA15
17415   10/15/2010   111009   CODDA12
17416   01/06/2010   209296   CODDA11
17417   07/22/2009   279162   CODDA15
17418   02/13/2010   260967   CODDA12
17419   06/19/2010   178814   CODDA19
17420   05/04/2010   188861   CODDA13
17421   07/08/2011   273718   CODDA12
17422   06/25/2011   196697   CODDA13
17423   11/24/2009   271634   CODDA19
17424   06/12/2010   145268   CODDA18
17425   12/24/2009   107638   CODDA18
17426   03/12/2011   240952   CODDA16
17427   12/20/2010   120344   CODDA13
17428   10/02/2009   232217   CODDA16
17429   03/29/2010   110602   CODDA16
17430   05/04/2011   179820   CODDA12
17431   05/29/2010   172256   CODDA19
17432   09/27/2009   143619   CODDA15
17433   01/30/2010   103679   CODDA11
17434   10/18/2009   163061   CODDA16
17435   02/28/2011   227569   CODDA19
17436   12/12/2009   215530   CODDA18
17437   05/08/2011   143174   CODDA18
17438   02/04/2010   297160   CODDA16
17439   02/04/2011   296081   CODDA14
17440   07/09/2011   190627   CODDA12
17441   09/18/2010   206135   CODDA13
17442   07/10/2011   204181   CODDA14
17443   11/15/2009   182867   CODDA12
17444   06/06/2011   119180   CODDA19
17445   04/13/2011   280732   CODDA13
17446   03/30/2011   117317   CODDA12
17447   10/12/2009   250828   CODDA15
17448   08/18/2010   270361   CODDA16
17449   10/13/2009   286679   CODDA14
17450   08/16/2009   269690   CODDA16
17451   11/01/2010   206644   CODDA14
17452   06/29/2009   139701   CODDA14
17453   07/16/2010   163497   CODDA15
17454   07/07/2011   106995   CODDA12
17455   10/07/2009   254263   CODDA20
17456   05/13/2010   211665   CODDA14
17457   09/20/2009   264597   CODDA13
17458   07/20/2010   129774   CODDA12
17459   01/12/2010   250599   CODDA14
17460   08/12/2010   119358   CODDA15
17461   09/03/2009   178983   CODDA14
17462   12/28/2010   117196   CODDA13
17463   11/04/2010   102461   CODDA17
17464   02/13/2010   223529   CODDA12
17465   08/04/2009   267478   CODDA17
17466   10/21/2009   278303   CODDA12
17467   01/31/2011   289663   CODDA19
17468   07/16/2010   162660   CODDA14
17469   05/11/2011   187896   CODDA13
17470   04/16/2010   191407   CODDA14
17471   09/06/2009   122132   CODDA12
17472   06/12/2010   111052   CODDA17
17473   12/03/2010   151039   CODDA15
17474   04/14/2010   285105   CODDA12
17475   06/20/2011   160821   CODDA13
17476   03/20/2011   277677   CODDA15
17477   08/19/2010   169421   CODDA18
17478   09/21/2009   292716   CODDA20
17479   04/23/2011   166947   CODDA16
17480   07/22/2009   253401   CODDA17
17481   02/26/2011   220051   CODDA14
17482   11/15/2009   231328   CODDA19
17483   04/15/2011   250846   CODDA17
17484   06/25/2011   213866   CODDA12
17485   11/04/2010   280026   CODDA15
17486   04/19/2011   161807   CODDA18
17487   11/06/2010   211989   CODDA17
17488   03/27/2010   230934   CODDA19
17489   02/25/2010   168219   CODDA18
17490   08/02/2010   138789   CODDA19
17491   07/17/2009   257133   CODDA15
17492   11/08/2009   264376   CODDA14
17493   03/12/2010   114862   CODDA20
17494   10/09/2010   178760   CODDA12
17495   03/14/2010   293995   CODDA19
17496   04/20/2011   276626   CODDA19
17497   05/14/2010   113044   CODDA14
17498   06/18/2010   120955   CODDA18
17499   10/31/2010   210589   CODDA19
17500   12/08/2009   130769   CODDA18
17501   09/07/2010   198225   CODDA14
17502   06/18/2011   116567   CODDA12
17503   09/02/2010   215577   CODDA17
17504   12/30/2010   239078   CODDA16
17505   09/11/2010   128985   CODDA16
17506   05/06/2011   277352   CODDA19
17507   06/20/2010   194430   CODDA15
17508   01/10/2010   139186   CODDA18
17509   10/29/2010   121580   CODDA12
17510   08/10/2009   220439   CODDA20
17511   08/14/2010   215026   CODDA14
17512   09/11/2010   107196   CODDA16
17513   07/03/2010   110968   CODDA15
17514   06/03/2010   243314   CODDA16
17515   06/21/2011   234553   CODDA16
17516   01/28/2010   273149   CODDA18
17517   06/29/2009   122157   CODDA16
17518   05/30/2010   205187   CODDA11
17519   09/01/2009   147255   CODDA12
17520   01/29/2010   114641   CODDA17
17521   09/16/2010   257395   CODDA19
17522   08/12/2009   169622   CODDA20
17523   08/11/2009   110461   CODDA14
17524   02/09/2011   262196   CODDA13
17525   01/24/2011   121239   CODDA20
17526   04/03/2010   133479   CODDA11
17527   03/21/2010   256387   CODDA19
17528   05/25/2011   140935   CODDA13
17529   05/15/2010   236833   CODDA12
17530   11/10/2010   259562   CODDA12
17531   05/05/2010   169320   CODDA17
17532   05/26/2011   212953   CODDA19
17533   12/02/2009   217041   CODDA16
17534   12/12/2009   124536   CODDA18
17535   01/09/2011   173332   CODDA15
17536   01/21/2010   206247   CODDA14
17537   08/19/2010   125259   CODDA13
17538   04/15/2011   170975   CODDA11
17539   02/03/2010   120838   CODDA13
17540   11/08/2010   197032   CODDA15
17541   01/09/2010   233472   CODDA13
17542   03/22/2011   277785   CODDA15
17543   01/22/2010   233834   CODDA12
17544   04/17/2011   230426   CODDA13
17545   04/27/2011   125954   CODDA13
17546   10/29/2009   123479   CODDA12
17547   12/18/2009   208841   CODDA13
17548   10/02/2009   155371   CODDA12
17549   09/01/2010   267167   CODDA15
17550   12/19/2010   103725   CODDA15
17551   09/25/2009   134727   CODDA11
17552   08/06/2009   197994   CODDA12
17553   04/01/2010   207759   CODDA19
17554   06/11/2011   210463   CODDA15
17555   07/17/2009   220484   CODDA17
17556   03/17/2011   137132   CODDA18
17557   02/21/2010   119611   CODDA19
17558   11/24/2010   205774   CODDA17
17559   04/20/2011   148865   CODDA20
17560   03/09/2010   197725   CODDA14
17561   04/19/2011   257902   CODDA19
17562   09/07/2010   298073   CODDA20
17563   03/18/2010   138793   CODDA15
17564   12/10/2009   150999   CODDA18
17565   06/19/2011   105280   CODDA16
17566   08/02/2009   172307   CODDA19
17567   04/02/2011   120716   CODDA15
17568   09/08/2009   272082   CODDA11
17569   07/05/2011   281245   CODDA16
17570   04/17/2011   133862   CODDA13
17571   01/28/2010   226874   CODDA12
17572   11/01/2010   263905   CODDA19
17573   06/23/2011   190108   CODDA16
17574   04/03/2010   256998   CODDA12
17575   09/17/2010   248587   CODDA19
17576   06/08/2011   191038   CODDA19
17577   03/09/2011   257143   CODDA20
17578   12/01/2009   246204   CODDA16
17579   07/31/2009   144607   CODDA17
17580   09/04/2010   268549   CODDA19
17581   09/27/2009   198856   CODDA11
17582   06/22/2010   279147   CODDA17
17583   11/20/2009   223499   CODDA16
17584   04/15/2011   190990   CODDA12
17585   02/13/2011   254743   CODDA19
17586   05/16/2010   152652   CODDA14
17587   11/05/2010   243311   CODDA13
17588   02/16/2010   135880   CODDA14
17589   08/06/2009   291916   CODDA15
17590   06/17/2011   150323   CODDA12
17591   09/05/2009   119342   CODDA14
17592   07/10/2011   196912   CODDA17
17593   03/25/2011   100850   CODDA19
17594   03/26/2011   105748   CODDA16
17595   04/01/2011   132773   CODDA13
17596   12/10/2010   228994   CODDA18
17597   07/03/2011   250927   CODDA16
17598   08/27/2009   162120   CODDA12
17599   11/03/2010   180715   CODDA13
17600   01/31/2011   152510   CODDA20
17601   10/30/2009   205514   CODDA14
17602   12/08/2009   130426   CODDA18
17603   08/03/2010   171751   CODDA17
17604   07/18/2009   122837   CODDA16
17605   06/19/2011   210140   CODDA12
17606   06/30/2011   163256   CODDA19
17607   07/05/2009   192342   CODDA17
17608   06/16/2011   104669   CODDA14
17609   11/08/2009   268243   CODDA15
