REGION,COUNTY,WUG Name,RIVER BASIN,P2020,P2030,P2040,P2050,P2060,P2070
L,DIMMIT,COUNTY-OTHER,NUECES,3071,3313,3468,3623,3742,3837
L,DIMMIT,COUNTY-OTHER,RIO GRANDE,24,25,27,28,29,30
L,FRIO,BENTON CITY WSC,NUECES,573,632,683,732,776,816
L,FRIO,COUNTY-OTHER,NUECES,4081,4496,4858,5208,5522,5807
L,FRIO,DILLEY,NUECES,4340,4783,5168,5539,5874,6176
L,FRIO,PEARSALL,NUECES,10192,11233,12137,13009,13795,14505
L,GOLIAD,COUNTY-OTHER,GUADALUPE,3006,3395,3652,3761,3837,3882
L,GOLIAD,COUNTY-OTHER,SAN ANTONIO,2515,2841,3056,3147,3211,3248
L,GOLIAD,COUNTY-OTHER,SAN ANTONIO-NUECES,676,764,822,847,864,874
L,GOLIAD,GOLIAD,SAN ANTONIO,2230,2519,2709,2790,2847,2880
L,GONZALES,COUNTY-OTHER,GUADALUPE,3007,3306,3588,3915,4251,4598
L,GONZALES,COUNTY-OTHER,LAVACA,147,162,176,192,208,225
L,GONZALES,GONZALES,GUADALUPE,7948,8741,9487,10352,11231,12151
L,GONZALES,GONZALES COUNTY WSC,GUADALUPE,6264,6889,7477,8159,8852,9578
L,GONZALES,NIXON,GUADALUPE,2612,2872,3118,3402,3691,3993
L,GONZALES,SMILEY,GUADALUPE,603,664,720,786,852,922
L,GONZALES,WAELDER,GUADALUPE,1170,1287,1397,1524,1653,1789
L,GUADALUPE,CIBOLO,SAN ANTONIO,37000,54800,64234,73459,82849,92069
L,GUADALUPE,COUNTY-OTHER,GUADALUPE,5474,6084,7736,9351,10996,12611
L,GUADALUPE,COUNTY-OTHER,SAN ANTONIO,3649,2607,3316,4008,4713,5404
L,GUADALUPE,CRYSTAL CLEAR WSC,GUADALUPE,11211,13479,15799,18068,20378,22646
L,GUADALUPE,EAST CENTRAL SUD,SAN ANTONIO,685,824,965,1104,1245,1384
L,GUADALUPE,GONZALES COUNTY WSC,GUADALUPE,100,121,141,162,182,202
L,GUADALUPE,GREEN VALLEY SUD,GUADALUPE,11342,13636,15983,18279,20615,22909
L,GUADALUPE,GREEN VALLEY SUD,SAN ANTONIO,8280,9955,11669,13345,15051,16726
L,GUADALUPE,LULING,GUADALUPE,24,28,33,38,43,47
L,GUADALUPE,MARION,SAN ANTONIO,1299,1562,1831,2094,2361,2624
L,GUADALUPE,NEW BERLIN,SAN ANTONIO,623,749,878,1004,1132,1258
L,GUADALUPE,NEW BRAUNFELS,GUADALUPE,12373,14875,17436,19940,22489,24991
L,GUADALUPE,SANTA CLARA,GUADALUPE,123,148,173,198,223,248
L,GUADALUPE,SANTA CLARA,SAN ANTONIO,761,915,1072,1226,1383,1537
L,GUADALUPE,SCHERTZ,GUADALUPE,2962,3958,4657,5342,6036,6716
L,GUADALUPE,SCHERTZ,SAN ANTONIO,37067,49524,58269,66841,75534,84043
L,GUADALUPE,SEGUIN,GUADALUPE,30675,36879,43227,49436,55756,61960
L,GUADALUPE,SELMA,SAN ANTONIO,2274,5012,5012,5012,5012,5012
L,GUADALUPE,SPRINGS HILL WSC,GUADALUPE,14564,17510,20524,23472,26472,29418
L,GUADALUPE,SPRINGS HILL WSC,SAN ANTONIO,1960,2356,2762,3158,3562,3958
L,GUADALUPE,WATER SERVICES INC,SAN ANTONIO,247,296,347,397,448,498
L,HAYS,BUDA,GUADALUPE,1658,2184,2826,3627,4533,5564
L,HAYS,COUNTY LINE WSC,GUADALUPE,2601,3427,4433,5691,7112,8730
L,HAYS,COUNTY-OTHER,GUADALUPE,16777,19057,38837,53743,101516,154547
L,HAYS,CREEDMOOR-MAHA WSC,GUADALUPE,82,108,139,179,223,274
L,HAYS,CRYSTAL CLEAR WSC,GUADALUPE,4393,5131,6029,7152,8421,9865
L,HAYS,GOFORTH SUD,GUADALUPE,12870,16829,21650,27677,34487,42238
L,HAYS,KYLE,GUADALUPE,50808,77050,92000,92000,92000,92000
L,HAYS,MAXWELL WSC,GUADALUPE,1146,1248,1372,1527,1702,1902
L,HAYS,MOUNTAIN CITY,GUADALUPE,199,263,340,436,544,668
L,HAYS,NIEDERWALD,GUADALUPE,601,792,1025,1315,1643,2017
L,HAYS,PLUM CREEK WATER COMPANY,GUADALUPE,10934,15878,15592,15350,15159,15009
L,HAYS,SAN MARCOS,GUADALUPE,71108,84803,101138,120621,143859,171575
L,HAYS,UHLAND,GUADALUPE,770,1063,1420,1866,2370,2943
L,HAYS,WIMBERLEY,GUADALUPE,3627,4780,6183,7937,9919,12175
L,HAYS,WIMBERLEY WSC,GUADALUPE,4063,6083,8542,11617,15091,19045
L,HAYS,WOODCREEK,GUADALUPE,1641,1853,2111,2434,2798,3213
L,KARNES,COUNTY-OTHER,GUADALUPE,89,91,92,92,92,92
L,KARNES,COUNTY-OTHER,NUECES,76,80,79,79,79,79
L,KARNES,COUNTY-OTHER,SAN ANTONIO,3967,4092,4098,4098,4098,4098
L,KARNES,COUNTY-OTHER,SAN ANTONIO-NUECES,41,41,42,42,42,42
L,KARNES,EL OSO WSC,GUADALUPE,32,33,33,33,33,33
L,KARNES,EL OSO WSC,NUECES,90,93,93,93,93,93
L,KARNES,EL OSO WSC,SAN ANTONIO,2623,2704,2709,2709,2709,2709
L,KARNES,EL OSO WSC,SAN ANTONIO-NUECES,23,24,24,24,24,24
L,KARNES,FALLS CITY,SAN ANTONIO,638,657,659,659,659,659
L,KARNES,KARNES CITY,SAN ANTONIO,3172,3271,3277,3277,3277,3277
L,KARNES,KENEDY,SAN ANTONIO,3437,3544,3551,3551,3551,3551
L,KARNES,RUNGE,SAN ANTONIO,1075,1109,1111,1111,1111,1111
L,KARNES,SUNKO WSC,SAN ANTONIO,193,199,200,200,200,200
L,KENDALL,BOERNE,SAN ANTONIO,14367,18820,23524,28187,32947,37619
L,KENDALL,COUNTY-OTHER,COLORADO,329,406,489,571,655,736
L,KENDALL,COUNTY-OTHER,GUADALUPE,13000,16289,19764,23208,26724,30175
L,KENDALL,COUNTY-OTHER,SAN ANTONIO,8537,9171,9954,10963,11721,12465
L,KENDALL,FAIR OAKS RANCH,SAN ANTONIO,2482,3431,4318,4965,5898,6814
L,KENDALL,KENDALL COUNTY WCID #1,GUADALUPE,3190,3750,4341,4927,5525,6112
L,KENDALL,WATER SERVICES INC,SAN ANTONIO,280,346,417,487,558,628
L,LA SALLE,COTULLA,NUECES,4069,4457,4819,5226,5577,5902
L,LA SALLE,COUNTY-OTHER,NUECES,3075,3368,3642,3950,4214,4461
L,LA SALLE,ENCINAL,NUECES,632,692,748,811,866,916
L,MEDINA,BENTON CITY WSC,NUECES,5157,6193,7074,7842,8535,9138
L,MEDINA,CASTROVILLE,SAN ANTONIO,2696,2713,2728,2741,2753,2763
L,MEDINA,COUNTY-OTHER,NUECES,9511,9986,10738,11330,11816,12172
L,MEDINA,COUNTY-OTHER,SAN ANTONIO,188,415,257,183,165,215
L,MEDINA,DEVINE,NUECES,4559,4780,4968,5132,5280,5409
L,MEDINA,EAST MEDINA COUNTY SUD,NUECES,7719,8873,9854,10710,11482,12153
L,MEDINA,EAST MEDINA COUNTY SUD,SAN ANTONIO,696,800,888,965,1035,1096
L,MEDINA,HONDO,NUECES,9702,10654,11463,12169,12806,13360
L,MEDINA,LACOSTE,SAN ANTONIO,1281,1452,1598,1725,1839,1939
L,MEDINA,LYTLE,NUECES,590,731,851,956,1051,1133
L,MEDINA,NATALIA,NUECES,1638,1857,2043,2206,2352,2480
L,MEDINA,SAN ANTONIO,SAN ANTONIO,52,80,104,125,144,160
L,MEDINA,SAN ANTONIO WATER SYSTEM,SAN ANTONIO,2974,4482,5763,6881,7890,8767
L,MEDINA,YANCEY WSC,NUECES,1159,1315,1446,1561,1665,1755
L,MEDINA,YANCEY WSC,SAN ANTONIO,4731,5363,5901,6370,6792,7160
L,REFUGIO,COUNTY-OTHER,SAN ANTONIO,67,69,70,71,71,72
L,REFUGIO,COUNTY-OTHER,SAN ANTONIO-NUECES,3036,3132,3153,3206,3228,3244
L,REFUGIO,REFUGIO,SAN ANTONIO-NUECES,3009,3104,3126,3179,3201,3215
L,REFUGIO,WOODSBORO,SAN ANTONIO-NUECES,1575,1624,1636,1663,1675,1682
L,UVALDE,COUNTY-OTHER,NUECES,9786,10703,11488,12301,13076,13820
L,UVALDE,SABINAL,NUECES,1852,2026,2174,2328,2475,2615
L,UVALDE,UVALDE,NUECES,17208,18819,20199,21628,22992,24299
L,VICTORIA,COUNTY-OTHER,GUADALUPE,15410,16404,17187,17883,18456,18929
L,VICTORIA,COUNTY-OTHER,LAVACA,43,46,48,50,52,53
L,VICTORIA,COUNTY-OTHER,LAVACA-GUADALUPE,10547,11239,11784,12269,12666,12997
L,VICTORIA,COUNTY-OTHER,SAN ANTONIO,70,75,78,82,85,87
L,VICTORIA,VICTORIA,GUADALUPE,45688,48862,51359,53584,55410,56923
L,VICTORIA,VICTORIA,LAVACA-GUADALUPE,22099,23634,24842,25917,26801,27533
L,WILSON,COUNTY-OTHER,GUADALUPE,339,418,494,563,626,686
L,WILSON,COUNTY-OTHER,NUECES,414,510,602,686,766,836
L,WILSON,COUNTY-OTHER,SAN ANTONIO,11839,14581,17243,19635,21902,23943
L,WILSON,EAST CENTRAL SUD,SAN ANTONIO,1111,1368,1618,1843,2056,2248
L,WILSON,EL OSO WSC,SAN ANTONIO,179,221,261,297,332,363
L,WILSON,ELMENDORF,SAN ANTONIO,15,18,22,25,28,30
L,WILSON,FLORESVILLE,SAN ANTONIO,8152,10041,11875,13524,15085,16491
L,WILSON,LA VERNIA,SAN ANTONIO,1307,1610,1904,2168,2419,2644
L,WILSON,MCCOY WSC,NUECES,346,426,505,574,641,701
L,WILSON,MCCOY WSC,SAN ANTONIO,28,34,40,46,51,56
L,WILSON,NIXON,GUADALUPE,8,10,12,14,16,17
L,WILSON,OAK HILLS WSC,SAN ANTONIO,5405,6657,7873,8966,10001,10934
L,WILSON,POTH,SAN ANTONIO,2412,2971,3514,4001,4463,4880
L,WILSON,S S WSC,SAN ANTONIO,16420,20224,23918,27238,30384,33216
L,WILSON,STOCKDALE,SAN ANTONIO,1823,2245,2655,3024,3373,3688
L,WILSON,SUNKO WSC,GUADALUPE,27,33,39,44,50,54
L,WILSON,SUNKO WSC,SAN ANTONIO,4441,5470,6469,7368,8218,8984
L,ZAVALA,COUNTY-OTHER,NUECES,3454,3865,4232,4589,4920,5227
L,ZAVALA,CRYSTAL CITY,NUECES,8063,9022,9880,10711,11484,12199
L,ZAVALA,ZAVALA COUNTY WCID #1,NUECES,1672,1871,2049,2221,2382,2530
M,CAMERON,BROWNSVILLE,NUECES-RIO GRANDE,208877,248561,288827,332192,376801,422520
M,CAMERON,BROWNSVILLE,RIO GRANDE,2323,2727,3128,3563,4008,4470
M,CAMERON,COMBES,NUECES-RIO GRANDE,3414,3989,4571,5199,5845,6507
M,CAMERON,COUNTY-OTHER,NUECES-RIO GRANDE,47306,50743,54221,57969,61825,65784
M,CAMERON,COUNTY-OTHER,RIO GRANDE,101,106,118,130,142,150
M,CAMERON,EAST RIO HONDO WSC,NUECES-RIO GRANDE,27435,32052,36736,41782,46971,52291
M,CAMERON,EL JARDIN WSC,NUECES-RIO GRANDE,14670,17139,19643,22342,25116,27961
M,CAMERON,EL JARDIN WSC,RIO GRANDE,429,501,575,653,735,818
M,CAMERON,HARLINGEN,NUECES-RIO GRANDE,76464,89334,102390,116452,130916,145742
M,CAMERON,INDIAN LAKE,NUECES-RIO GRANDE,755,882,1011,1150,1293,1439
M,CAMERON,LA FERIA,NUECES-RIO GRANDE,8610,10059,11530,13113,14742,16411
M,CAMERON,LAGUNA VISTA,NUECES-RIO GRANDE,3676,4294,4922,5598,6293,7006
M,CAMERON,LOS FRESNOS,NUECES-RIO GRANDE,6535,7635,8751,9952,11189,12456
M,CAMERON,LOS INDIOS,NUECES-RIO GRANDE,1277,1492,1710,1945,2187,2434
M,CAMERON,MILITARY HIGHWAY WSC,NUECES-RIO GRANDE,19345,22601,25904,29461,33120,36871
M,CAMERON,MILITARY HIGHWAY WSC,RIO GRANDE,117,136,156,178,200,223
M,CAMERON,NORTH ALAMO WSC,NUECES-RIO GRANDE,482,563,645,733,824,917
M,CAMERON,OLMITO WSC,NUECES-RIO GRANDE,3963,4630,5307,6036,6786,7554
M,CAMERON,PALM VALLEY,NUECES-RIO GRANDE,1538,1797,2059,2342,2633,2931
M,CAMERON,PORT ISABEL,NUECES-RIO GRANDE,5903,6897,7904,8990,10107,11251
M,CAMERON,PRIMERA,NUECES-RIO GRANDE,4799,5607,6427,7309,8217,9147
M,CAMERON,RANCHO VIEJO,NUECES-RIO GRANDE,2874,3358,3848,4377,4920,5477
M,CAMERON,RIO HONDO,NUECES-RIO GRANDE,2778,3246,3720,4231,4757,5295
M,CAMERON,SAN BENITO,NUECES-RIO GRANDE,28594,33406,38289,43547,48956,54500
M,CAMERON,SANTA ROSA,NUECES-RIO GRANDE,3388,3958,4537,5160,5800,6457
M,CAMERON,SOUTH PADRE ISLAND,NUECES-RIO GRANDE,3321,3880,4447,5057,5685,6329
M,HIDALGO,AGUA SUD,NUECES-RIO GRANDE,46082,57220,68403,79609,90814,101708
M,HIDALGO,AGUA SUD,RIO GRANDE,6047,7509,8976,10446,11917,13346
M,HIDALGO,ALAMO,NUECES-RIO GRANDE,23259,28881,34525,40181,45837,51335
M,HIDALGO,ALTON,NUECES-RIO GRANDE,15640,19420,23215,27019,30822,34519
M,HIDALGO,COUNTY-OTHER,NUECES-RIO GRANDE,39795,49417,59072,68746,78420,87825
M,HIDALGO,COUNTY-OTHER,RIO GRANDE,1052,1305,1560,1818,2070,2321
M,HIDALGO,DONNA,NUECES-RIO GRANDE,20021,24860,29719,34587,39456,44189
M,HIDALGO,EDCOUCH,NUECES-RIO GRANDE,4006,4974,5946,6920,7894,8841
M,HIDALGO,EDINBURG,NUECES-RIO GRANDE,97711,121329,145041,168800,192560,215659
M,HIDALGO,ELSA,NUECES-RIO GRANDE,7173,8906,10647,12391,14136,15831
M,HIDALGO,HIDALGO,NUECES-RIO GRANDE,14063,17462,20875,24295,27715,31040
M,HIDALGO,HIDALGO,RIO GRANDE,128,159,190,221,252,282
M,HIDALGO,HIDALGO COUNTY MUD #1,NUECES-RIO GRANDE,6858,8516,10181,11848,13516,15138
M,HIDALGO,LA JOYA,NUECES-RIO GRANDE,3995,4960,5929,6901,7872,8816
M,HIDALGO,LA JOYA,RIO GRANDE,1055,1311,1567,1823,2080,2330
M,HIDALGO,LA VILLA,NUECES-RIO GRANDE,2480,3079,3681,4284,4887,5474
M,HIDALGO,MCALLEN,NUECES-RIO GRANDE,164597,204382,244325,284348,324372,363284
M,HIDALGO,MERCEDES,NUECES-RIO GRANDE,19732,24501,29290,34088,38886,43551
M,HIDALGO,MILITARY HIGHWAY WSC,NUECES-RIO GRANDE,11741,14579,17428,20284,23138,25915
M,HIDALGO,MILITARY HIGHWAY WSC,RIO GRANDE,401,498,595,692,790,884
M,HIDALGO,MISSION,NUECES-RIO GRANDE,97605,121197,144883,168616,192350,215424
M,HIDALGO,MISSION,RIO GRANDE,53,66,79,92,105,117
M,HIDALGO,NORTH ALAMO WSC,NUECES-RIO GRANDE,148138,183945,219894,255915,291937,326957
M,HIDALGO,PALMHURST,NUECES-RIO GRANDE,3303,4102,4904,5707,6511,7292
M,HIDALGO,PALMVIEW,NUECES-RIO GRANDE,6919,8592,10271,11953,13636,15272
M,HIDALGO,PENITAS,NUECES-RIO GRANDE,5580,6928,8282,9639,10996,12315
M,HIDALGO,PHARR,NUECES-RIO GRANDE,89197,110757,132403,154092,175781,196868
M,HIDALGO,PHARR,RIO GRANDE,23,28,34,39,45,50
M,HIDALGO,PROGRESO,NUECES-RIO GRANDE,6979,8666,10359,12056,13753,15403
M,HIDALGO,SAN JUAN,NUECES-RIO GRANDE,42906,53277,63690,74123,84556,94699
M,HIDALGO,SHARYLAND WSC,NUECES-RIO GRANDE,45075,55970,66908,77869,88829,99485
M,HIDALGO,SULLIVAN CITY,RIO GRANDE,5071,6297,7528,8761,9995,11194
M,HIDALGO,WESLACO,NUECES-RIO GRANDE,45205,56132,67102,78094,89087,99773
M,JIM HOGG,COUNTY-OTHER,NUECES-RIO GRANDE,781,848,906,971,1027,1079
M,JIM HOGG,COUNTY-OTHER,RIO GRANDE,38,41,44,47,50,52
M,JIM HOGG,HEBBRONVILLE,NUECES-RIO GRANDE,5034,5467,5840,6256,6617,6951
M,MAVERICK,COUNTY-OTHER,NUECES,49,57,63,70,77,84
M,MAVERICK,COUNTY-OTHER,RIO GRANDE,31934,36140,40064,44126,48018,51755
M,MAVERICK,EAGLE PASS,RIO GRANDE,31124,36294,41116,46108,50893,55488
M,STARR,AGUA SUD,RIO GRANDE,295,334,370,405,437,465
M,STARR,COUNTY-OTHER,NUECES-RIO GRANDE,1219,1378,1525,1671,1802,1920
M,STARR,COUNTY-OTHER,RIO GRANDE,27412,31007,34316,37598,40532,43193
M,STARR,ESCOBARES,RIO GRANDE,1380,1561,1728,1893,2040,2174
M,STARR,LA GRULLA,RIO GRANDE,1884,2131,2359,2584,2786,2968
M,STARR,RIO GRANDE CITY,RIO GRANDE,16066,18172,20112,22035,23755,25313
M,STARR,RIO WSC,RIO GRANDE,3831,4333,4795,5253,5663,6035
M,STARR,ROMA,RIO GRANDE,11341,12827,14196,15554,16768,17868
M,STARR,UNION WSC,RIO GRANDE,7375,8342,9232,10114,10904,11619
M,WEBB,COUNTY-OTHER,NUECES,1621,2005,2370,2704,3018,3300
M,WEBB,COUNTY-OTHER,NUECES-RIO GRANDE,1033,1277,1510,1721,1922,2103
M,WEBB,COUNTY-OTHER,RIO GRANDE,5156,6376,7538,8598,9596,10496
M,WEBB,EL CENIZO,RIO GRANDE,4158,5142,6079,6934,7740,8465
M,WEBB,LAREDO,RIO GRANDE,299969,370952,438558,500216,558332,610669
M,WEBB,RIO BRAVO,RIO GRANDE,6091,7532,8905,10157,11337,12400
M,WILLACY,COUNTY-OTHER,NUECES-RIO GRANDE,530,600,666,735,800,867
M,WILLACY,EAST RIO HONDO WSC,NUECES-RIO GRANDE,36,40,45,49,54,58
M,WILLACY,LYFORD,NUECES-RIO GRANDE,2981,3360,3723,4110,4485,4851
M,WILLACY,NORTH ALAMO WSC,NUECES-RIO GRANDE,6088,6862,7604,8395,9159,9908
M,WILLACY,RAYMONDVILLE,NUECES-RIO GRANDE,12880,14519,16089,17762,19379,20964
M,WILLACY,SAN PERLITA,NUECES-RIO GRANDE,655,738,817,902,985,1065
M,WILLACY,SEBASTIAN MUD,NUECES-RIO GRANDE,2094,2360,2615,2887,3150,3408
M,ZAPATA,COUNTY-OTHER,RIO GRANDE,2785,3262,3787,4366,4962,5587
M,ZAPATA,SAN YGNACIO MUD,RIO GRANDE,1002,1174,1363,1571,1786,2010
M,ZAPATA,ZAPATA COUNTY WATERWORKS,RIO GRANDE,13032,15273,17726,20428,23228,26145
N,ARANSAS,ARANSAS PASS,SAN ANTONIO-NUECES,765,782,780,785,785,785
N,ARANSAS,COUNTY-OTHER,SAN ANTONIO-NUECES,13003,13283,13254,13343,13342,13343
N,ARANSAS,FULTON,SAN ANTONIO-NUECES,1435,1466,1463,1472,1473,1473
N,ARANSAS,ROCKPORT,SAN ANTONIO-NUECES,9260,9460,9440,9502,9503,9503
N,BEE,BEEVILLE,SAN ANTONIO-NUECES,13516,14082,14327,14351,14365,14369
N,BEE,COUNTY-OTHER,NUECES,77,79,81,81,82,82
N,BEE,COUNTY-OTHER,SAN ANTONIO-NUECES,19499,20316,20670,20703,20722,20729
N,BEE,EL OSO WSC,NUECES,370,386,392,393,393,393
N,BEE,EL OSO WSC,SAN ANTONIO-NUECES,16,16,17,17,17,17
N,BROOKS,COUNTY-OTHER,NUECES-RIO GRANDE,2566,2838,3110,3376,3616,3838
N,BROOKS,FALFURRIAS,NUECES-RIO GRANDE,5217,5414,5612,5805,5979,6141
N,DUVAL,BENAVIDES,NUECES-RIO GRANDE,1470,1558,1630,1693,1744,1785
N,DUVAL,COUNTY-OTHER,NUECES,306,324,340,353,363,372
N,DUVAL,COUNTY-OTHER,NUECES-RIO GRANDE,4024,4263,4462,4635,4773,4885
N,DUVAL,FREER,NUECES,3042,3222,3372,3503,3607,3692
N,DUVAL,SAN DIEGO,NUECES-RIO GRANDE,3873,4103,4294,4460,4593,4701
N,JIM WELLS,ALICE,NUECES-RIO GRANDE,21045,22778,24350,25979,27414,28728
N,JIM WELLS,COUNTY-OTHER,NUECES,2908,3147,3364,3589,3787,3969
N,JIM WELLS,COUNTY-OTHER,NUECES-RIO GRANDE,15667,16955,18128,19340,20408,21387
N,JIM WELLS,ORANGE GROVE,NUECES-RIO GRANDE,1452,1572,1680,1793,1892,1982
N,JIM WELLS,PREMONT,NUECES-RIO GRANDE,2923,3164,3382,3608,3807,3990
N,JIM WELLS,SAN DIEGO,NUECES-RIO GRANDE,992,1074,1148,1224,1292,1354
N,KENEDY,COUNTY-OTHER,NUECES-RIO GRANDE,463,498,504,507,508,508
N,KLEBERG,COUNTY-OTHER,NUECES-RIO GRANDE,3568,3908,4233,4547,4841,5115
N,KLEBERG,KINGSVILLE,NUECES-RIO GRANDE,29080,31857,34505,37057,39450,41689
N,KLEBERG,RICARDO WSC,NUECES-RIO GRANDE,2919,3198,3464,3720,3960,4185
N,LIVE OAK,COUNTY-OTHER,NUECES,6499,6504,6504,6504,6504,6504
N,LIVE OAK,EL OSO WSC,NUECES,661,661,661,661,661,661
N,LIVE OAK,GEORGE WEST,NUECES,2478,2479,2479,2479,2479,2479
N,LIVE OAK,MCCOY WSC,NUECES,172,172,172,172,172,172
N,LIVE OAK,THREE RIVERS,NUECES,1873,1874,1874,1874,1874,1874
N,MCMULLEN,COUNTY-OTHER,NUECES,734,734,734,734,734,734
N,NUECES,AGUA DULCE,NUECES-RIO GRANDE,892,972,1022,1052,1073,1088
N,NUECES,ARANSAS PASS,SAN ANTONIO-NUECES,15,16,17,18,18,18
N,NUECES,BISHOP,NUECES-RIO GRANDE,3446,3754,3947,4060,4144,4201
N,NUECES,CORPUS CHRISTI,NUECES,26853,29248,30754,31635,32291,32730
N,NUECES,CORPUS CHRISTI,NUECES-RIO GRANDE,308804,336351,353666,363805,371347,376399
N,NUECES,COUNTY-OTHER,NUECES,2350,2561,2693,2772,2829,2868
N,NUECES,COUNTY-OTHER,NUECES-RIO GRANDE,9476,11432,12661,13379,13917,14274
N,NUECES,DRISCOLL,NUECES-RIO GRANDE,812,885,930,957,977,990
N,NUECES,NUECES WSC,NUECES,127,139,146,150,153,155
N,NUECES,NUECES WSC,NUECES-RIO GRANDE,2426,2642,2778,2858,2917,2957
N,NUECES,PORT ARANSAS,NUECES-RIO GRANDE,3827,4168,4383,4508,4602,4664
N,NUECES,RIVER ACRES WSC,NUECES,2662,2899,3049,3136,3201,3245
N,NUECES,ROBSTOWN,NUECES,12,12,12,12,12,12
N,NUECES,ROBSTOWN,NUECES-RIO GRANDE,12455,12455,12455,12455,12455,12455
N,SAN PATRICIO,ARANSAS PASS,SAN ANTONIO-NUECES,7922,8309,8531,8693,8803,8877
N,SAN PATRICIO,COUNTY-OTHER,NUECES,3333,3495,3589,3658,3703,3735
N,SAN PATRICIO,COUNTY-OTHER,SAN ANTONIO-NUECES,7839,8221,8442,8602,8711,8784
N,SAN PATRICIO,GREGORY,SAN ANTONIO-NUECES,2024,2123,2179,2221,2249,2268
N,SAN PATRICIO,INGLESIDE,SAN ANTONIO-NUECES,9961,10446,10726,10930,11068,11161
N,SAN PATRICIO,INGLESIDE ON THE BAY,SAN ANTONIO-NUECES,653,685,703,717,726,732
N,SAN PATRICIO,LAKE CITY,NUECES,541,567,582,593,601,606
N,SAN PATRICIO,MATHIS,NUECES,5244,5500,5647,5754,5827,5876
N,SAN PATRICIO,ODEM,SAN ANTONIO-NUECES,2535,2659,2730,2782,2817,2841
N,SAN PATRICIO,PORTLAND,SAN ANTONIO-NUECES,16021,16803,17252,17580,17802,17953
N,SAN PATRICIO,RINCON WSC,SAN ANTONIO-NUECES,3441,3609,3706,3776,3824,3856
N,SAN PATRICIO,SINTON,SAN ANTONIO-NUECES,6011,6305,6473,6596,6680,6736
N,SAN PATRICIO,TAFT,SAN ANTONIO-NUECES,3235,3392,3483,3549,3594,3624
O,BAILEY,COUNTY-OTHER,BRAZOS,2243,2510,2775,3047,3317,3582
O,BAILEY,MULESHOE,BRAZOS,5769,6452,7131,7833,8527,9208
O,BRISCOE,COUNTY-OTHER,RED,932,931,931,931,931,931
O,BRISCOE,SILVERTON,RED,741,742,742,742,742,742
O,CASTRO,COUNTY-OTHER,BRAZOS,1343,1458,1541,1616,1676,1724
O,CASTRO,COUNTY-OTHER,RED,1473,1599,1689,1773,1838,1890
O,CASTRO,DIMMITT,BRAZOS,4845,5259,5555,5830,6044,6216
O,CASTRO,HART,BRAZOS,1229,1334,1409,1479,1533,1577
O,COCHRAN,COUNTY-OTHER,BRAZOS,1009,1130,1167,1170,1215,1233
O,COCHRAN,COUNTY-OTHER,COLORADO,332,351,353,349,359,362
O,COCHRAN,MORTON,BRAZOS,2150,2206,2197,2148,2198,2212
O,CROSBY,COUNTY-OTHER,BRAZOS,1303,1391,1462,1533,1606,1696
O,CROSBY,COUNTY-OTHER,RED,6,6,6,7,7,8
O,CROSBY,CROSBYTON,BRAZOS,1876,2018,2136,2256,2385,2501
O,CROSBY,LORENZO,BRAZOS,1258,1377,1477,1580,1701,1783
O,CROSBY,RALLS,BRAZOS,2083,2231,2352,2474,2600,2727
O,DAWSON,COUNTY-OTHER,BRAZOS,31,34,35,35,36,38
O,DAWSON,COUNTY-OTHER,COLORADO,4746,5159,5514,5729,6075,6348
O,DAWSON,LAMESA,COLORADO,9903,10251,10490,10535,10840,11039
O,DAWSON,O'DONNELL,BRAZOS,127,133,138,141,147,150
O,DEAF SMITH,COUNTY-OTHER,CANADIAN,8,9,11,12,14,15
O,DEAF SMITH,COUNTY-OTHER,RED,4567,5273,6045,6919,7606,8358
O,DEAF SMITH,HEREFORD,RED,17576,20291,23258,26623,29267,32158
O,DICKENS,COUNTY-OTHER,BRAZOS,906,906,906,906,906,906
O,DICKENS,COUNTY-OTHER,RED,229,229,229,229,229,229
O,DICKENS,SPUR,BRAZOS,1029,1029,1029,1029,1029,1029
O,FLOYD,COUNTY-OTHER,BRAZOS,1136,1201,1243,1287,1322,1350
O,FLOYD,COUNTY-OTHER,RED,528,561,581,604,621,636
O,FLOYD,FLOYDADA,BRAZOS,3242,3447,3577,3718,3828,3920
O,FLOYD,LOCKNEY,BRAZOS,1963,2085,2162,2245,2310,2364
O,GAINES,COUNTY-OTHER,COLORADO,11678,15176,19316,23765,27881,32166
O,GAINES,SEAGRAVES,COLORADO,2536,2677,2847,3034,3137,3245
O,GAINES,SEMINOLE,COLORADO,7102,7893,8834,9855,10648,11475
O,GARZA,COUNTY-OTHER,BRAZOS,1065,1058,1058,1068,1103,1135
O,GARZA,POST,BRAZOS,6012,6452,6841,7098,7466,7770
O,HALE,ABERNATHY,BRAZOS,2227,2323,2363,2343,2405,2430
O,HALE,COUNTY-OTHER,BRAZOS,8994,9382,9542,9463,9712,9816
O,HALE,HALE CENTER,BRAZOS,2380,2482,2524,2503,2569,2597
O,HALE,PETERSBURG,BRAZOS,1270,1325,1348,1336,1371,1386
O,HALE,PLAINVIEW,BRAZOS,23443,24453,24870,24662,25312,25585
O,HOCKLEY,ANTON,BRAZOS,1235,1313,1361,1370,1431,1470
O,HOCKLEY,COUNTY-OTHER,BRAZOS,7273,7739,8021,8072,8433,8665
O,HOCKLEY,COUNTY-OTHER,COLORADO,252,268,278,280,293,300
